listing_id,id,date,reviewer_id,reviewer_name,comments
11399407,71018559,2016-04-22,26022705,Luciana,"I had a really good time at Tat's place. The location is just perfect as I was in the Sydney CBD for interviews. It took me 30 minutes to walk to my interview locations or just a few minutes by train from Tat's place. 
The house is beautifully decorated, including my room and bathroom. I slept really well as the place is extremely silent in the evenings. I am happy as I passed on the interviews :) and I look forward to stay there again once I go for my apartment hunting in Sydney in the next month. Thanks Tat for providing such a beautiful, peaceful and well located place which made me relax and succeed :)"
11399407,71662138,2016-04-27,1311297,Muna,"I throughly loved my stay here. The house was bright and cheerful,  and conveniently located, and my room was comfortable and spotlessly clean. I really felt at home here. Tat is a terrific host deserving of his Super Host status. He really does thinks of everything. He wasn't here when I arrived but his friends were. When I did meet Tat I found him to be warm, friendly and incredibly helpful. He had maps, guidebooks, lots of great suggestions and even lent me his Opal card for getting around. The neighbourhood is a brilliant place to be in, with lots of fabulous cafes and restaurants, supermarkets and convenience stores and just a few minutes walk from the train station and bus stops. Getting to the key sights was a cinch. I'd highly recommend a stay here and would love to come back."
11399407,73274908,2016-05-07,41606656,Marit,"Very warm welcome by Tat with explanation of what to do and see around Sydney. Clean, recently renovated home with all facilities you need for a comfortable stay. Location is convenient, close to Central station and the hip streets of Surry Hills. Everything you could wish for during your stay! Minor inconvenience has been a little noise from a neighbors' party during one night."
11399407,73770454,2016-05-10,34101188,Victor,Tat is a great host. I am definitely going to stay at Tat's place if I visit Sydney again. Tat was very helpful and showed us how to travel around the city. The location is excellent and is very close to Central station. The room is very clean and comfortable.
11399407,77985126,2016-06-04,26022705,Luciana,"This was the second time I stayed in Tat's place and every time is better. I am looking forward to staying there for the third time soon. 
Tat is very friendly and excels in making his guests feeling welcome! He went out of his way to help me as I was looking to rent a property in Sydney. He gave me a lift and great hints on the rental market. In addition, his place is always so clean, beautifully decorated, quiet and in a very good location. 
Staying there proved the spirit of Airbnb that ""A stranger is just a friend I haven't met yet""!"
11399407,79281968,2016-06-12,29103495,Laurie,Tat was a perfect host. He was very helpful and showed us how to travel around the city. The room was exactly what we looking for.we could not recommend any higher.thanks for muffin and for all!
11399407,81548666,2016-06-23,54168599,Hayato,"Tat is a fantastic (Super)host who knows all the best spots in Sydney.
This terrace is newly renovated and in a great location - minutes from cafés, restaurants, shops and public transport.
Thanks for making my first Airbnb experience memorable!"
11399407,82623453,2016-06-28,11834205,Lynda,"Fabulous stay with a host that was extremely helpful and welcoming! Well organised and informative and the apartment was as advertised- very clean and inviting. Great location and would highly recommend!
"
11399407,83905216,2016-07-04,11052817,Laura,"Tat is an amazing host, super friendly, approachable, and helpful. His place is a gem! It looks better than the photo, very clean and comfortable. The neighborhood was beautiful and the location was perfect! We had a wonderful stay with Tat. I'd recommend it to all who are visiting Sydney!"
11399407,84409592,2016-07-07,40764163,Cammy,"The host tat is very nice. He introduced the places near by the house and the public transport. Train station is just walking distance. The house and room is tidy, new and clean. Everything is in order in the house. Tat welcomed us to use it anytime. I had a great stay in Sydney."
11399407,84952361,2016-07-09,63693835,Ying,"房东人非常好,因为我们的飞机晚点两小时,房东依然耐心在家等待我们。房子非常漂亮,与照片相符。最棒的是房子的地理优势,去哪都很方便。"
11399407,86856626,2016-07-17,33327303,Na,"Tat是非常棒的房东,和蔼可亲,给了我们很多游玩的建议,还特意自制了非常实用的地图给我们做讲解。他的房子非常的漂亮干净,和提供的图片是一样的,让我们像住在家里一样舒心,我们八岁的儿子也喜欢上了这个漂亮的家。这是一次非常棒的旅行!下次再有机会去悉尼我们还会选择Tat的家。"
11399407,88309014,2016-07-24,75666129,Pei Si,"Felt welcome by Tat, he introduced us to alot of nice places to shop and eat in sydney.
Enjoy my stay at his house during my stay.
"
11399407,88931925,2016-07-26,28409702,N,"Sehr komfortable, saubere Unterkunft in guter Lage. Wir würden immer wieder dort übernachten."
11399407,90232354,2016-07-31,22017712,Katharina,Tat is a welcoming host providing city maps and tips about whag to do in sydney if you are a tourist. The room and the common areas are kept very clean and the kitchen is well furnished. I felt really comfortable throughout my stay there and could always appraoch Tat if I had any issues or questionsx
11399407,92849132,2016-08-10,24271492,YeRim,"I loved staying at Tat's place. To begin with, he was eager to help you at all times and very friendly. Also, his place was impeccably clean and modern. The bed and beddigs were perfect and soft, so even though it was kinda chilly in the morning and the night, I didn't feel any cold. The location was also nice. It was close to bus stations. You could reach the station in 7 minutes. I would love to stay Tat's place again."
11399407,96622628,2016-08-23,45647395,Kenny,"Tat was very helpful, friendly and efficient.  He gave us plenty of information that helped facilitate our entire stay in Sydney.  The room was cosy, clean and had good heating that kept us warm during the winter period.  Thank you for hosting us, Tat, and we would love to stay at your place again."
11399407,97258665,2016-08-26,87699426,Cattleya,Me and my husband loved our stay here. Tat's place is really neat and beautiful. He was the perfect host and told us a lot about good places to eat and how to get around the city. I wouldnt look for any place else when going to sydney.
11399407,98653739,2016-09-01,35407894,Marie Caroline,"Tat is a very good host!
He gived us a lot of advices and was always available and friendly!
The room and the bathromm were consistent cosy and modern!"
11399407,102735575,2016-09-19,28085287,Rishin,"Tat was a very welcoming host, making sure everything was smooth and sorted. The house is beautiful, and very much a home from home for those travelling."
11399407,104293972,2016-09-26,80584742,Eric,"Tat人很好,像个大哥哥,告诉你所有你想知道的。房子位置也很好,住的很舒服!太赞了!"
11399407,104489770,2016-09-26,47295939,Vicky,"It's a beautiful & clear house, closing to city. My cousin live there two nights and she love it. Tat is a friendly host as well."
11399407,105411351,2016-10-01,81436361,Yingnan,"Tat was so nice, the room was very clean and comfortable. We had a wonderful time in Tat's house."
11399407,107566243,2016-10-11,91049317,Min,"离开central station步行大概15分钟以内,出行方便,交通便利。周边有2家大型的 超市可以购买日常所需。房间干净整洁,很可惜,由于房东不在澳洲没有遇到。"
11399407,108152971,2016-10-14,94324696,Carrie,"这次是度蜜月来到澳洲旅行,最后一站选择悉尼,在Tat的家待了四天三晚。Tat的朋友Philip帮助我们check in,介绍悉尼好玩的地方给我们。最后离开的那一天在house煮了一顿中国午餐并和一位房客Nicoh一起吃,他还很热心的帮我们倒垃圾和收拾房间。我们订的房间带有独立卫浴,床是1.5米。"
11399407,109035972,2016-10-18,6728171,Adorra,"Tat's place is beautiful! Even though Tat wasn't in, checking in was a breeze and efficient. His friend who received us at home was very helpful giving us directions to the nearest Coles and eateries. We had the room with the ensuite and it was definitely one of the best rooms to have. The toilet and room was clean. Scratch that, the entire house is clean and in excellent order. We had a good stay at Tat's. Location is a good and well surrounded with nice restaurants and etc. Highly recommended to stay at Tat's!"
11399407,110227627,2016-10-24,89502957,Faye,"Unfortunately we did not get to meet Tat throughout our stay but he was still incredibly helpful and informative and always quick to respond with any queries you may have. 

Tat was very knowledgable about the area,giving us great advice in terms of transportation and things to do in Sydney. We were originally meant to be staying in a double room but was swapped for the Studio at no extra charge which was a great surprise to us as we then had our very own private living area. The studio was small but perfect for couples,modern and bright and impeccably clean. Everything you need is there including toiletries and towels,you can also do your washing which is convenient for anyone travelling onwards to another destination. 

The studio is a five minute walk to Central station which is extremely easy to use and gets you into the main city centre in no time at all. Surrey Hills is obviously more of a surburban area as some parts can be a little 'rough round the edges' but nonetheless it felt safe and we had no further issues. 

This was our first time in Sydney and using Air BnB and overall it was an excellent experience. We would happily use Tat and the studio again, we'd like to thank him for hosting us and making our holiday stress free and extremely comfortable. 

Faye & Chris"
11399407,111019811,2016-10-29,96438183,John,Had a great stay at Tat home. Nice bedroom with toilet and bath room. Great dinning room share with flatmate. Tat was on the trip and Nicco helps to settle down and he is helpful.
11399407,111800566,2016-11-01,19411730,Euphony,Excellent experience in Tat's place! It's clean and comfortable. He was so friendly and helpful when we stayed 3 nights there. The position was convenient to go everywhere in Sydney. Recommand definitely!
11399407,112643145,2016-11-06,23917978,Mark,"Nice place, Surry hills always a great location. Tat is great guy as well. Two thumbs up."
11399407,112922473,2016-11-08,36836637,黎明,"在Tat家住了5天,为了花掉Airbnb送的券,拆分成了两个订单,2天和3天:)  Airbnb允许这样操作的。

Tat见到我直接退给了我第一单的清洁费噢,超贴心。

对他的评价我写在另一个订单后面了,有兴趣可以查阅。超级推荐Tat家!32个赞!"
11399407,113283792,2016-11-11,36836637,黎明,"感谢Tat提供的住宿,强烈推荐大家入住Tat家:
1.位置绝佳,距离CBD走路10分钟,在悉尼玩了五天,每天起来散散步就走到市中心了。房子在Surryhill的保留区,闹中有静,距离Coles超市和药房走路5分钟,给国内亲戚带东西直接拎回来就好了。
2.房间干净整洁,床很舒服,独立的卫生间,洗澡很方便。厨房里的设施也很齐全。
3.Tat可以讲流利的汉语,这对于我这种英语不好的人来说简直太幸福了。和他聊天超级有意思。
4.Tat随时都准备好给我提供需要的帮助,我是去考试的,忘记打准考证,Tat上楼两分钟就给我打好了,还是彩色的噢:)    临行前下午,我担心走的太早打不到车,Tat还帮叫了Uber。
总之超级推荐啦,Tat是个非常有趣而且有魅力的家伙,希望下次去悉尼还可以住Tat家~~"
11399407,114120557,2016-11-15,36245898,Laura,"Tat couldn't have been a better host, extremely responsive communication and helpful. The place was emaculate, room and private bathroom were exactly as describe. Great location, a short walk to central station."
11399407,114968262,2016-11-20,90573827,Roland,Formidable place and an even more tremendous host. Thank you for a unique experience.
11399407,115102097,2016-11-21,101489817,Julie,NA
11399407,115335794,2016-11-23,13585485,Warren,"Tat's guest room was clean and comfortable with a private bath.  Wifi and a TV in the room was a plus.  Tat was very personable and made us feel welcome and he was very helpful with all the local tips.  If we had a chance to stay longer, we would have liked to interact with him more."
11399407,116087561,2016-11-27,24828144,John,Very clean and tidy with good wifi. Ideal position close to restaurants and public transport.
11399407,116358469,2016-11-29,7374353,Rayid,"I had a wonderful stay at Tat's place. This was my second time there and I loved it. The location is great, close to transportation and walking distance from coffee shops, restaurants, and the central station. The house is exactly as described -  clean and comfortable. Tat's a great host, very helpful and accommodating. I'll definitely stay there again next time I'm in sydney!"
11399407,116692343,2016-12-02,98164143,Clairexin,"Tat is a very hospitable and friendly host. He gave us a very warm welcome upon reaching his house. He gave detail orientation, provide maps to us and also recommend us lots of food suggestions (those that often visited by locals and not just tourists :D). He also borrowed us the opal Travelling card. 

The location is convenient. Walkable distance to lots of nice Chinese restaurant, famous cafe like bourke street bakery, Devon cafe.

The entire house is very clean (especially the toilet) and trendy. We felt very relax and free when staying at his house.  

On the last day when we forgot to return the room key to Tat, he offer to make his way to get keys from us instead of asking us to go back. He is indeed a very helpful host. 

I will highly recommend Tat's house to anyone that is going to Sydney. Definitely will stay back his house again! ☺️"
11399407,117249099,2016-12-05,67822533,Emilie,"Whilst my stay at Tat's home was brief, it was brilliant. As a design lover I was super pleased with the fitout of my bedroom and shared spaces like the livingroom and dining areas. The space overall was clean and simple with a touch of flair. Tat was warm and welcoming, always happy to have a chat and assist with questions, but respectful of space too. The apartment is in a good spot, close to public transport and with a convenience store and places to eat just a short stroll away. I would highly recommend Tat's home to anyone looking to stay in Surry Hills."
11399407,120352207,2016-12-09,65005001,Irene,"Tat非常友好,精通粵語,普通話,英文,溝通毫無障礙,熱心地給我們講解一些非常實用的景點交通信息。客廳採光很好,裝飾簡潔舒服,廚房可以使用。房間雖然比想像中小一些,但是很乾淨,有自己的洗手間,很棒的住宿體驗!"
11399407,121394515,2016-12-16,102988563,Fanny,"Tat is very nice, helpful and talkative. He gave us a lot of recommendations about playing,travellling,buying etc. His house is very clean and beautiful. We felt very enjoyable and relaxable. Also, 
we were so happy that his room has a separate toilet."
11399407,121766609,2016-12-18,39463827,Mark,Thanks Tat for a great stay.   Enjoyed your place a lot and it was as I found out very convenient for Central so getting about was easy.   Very comfortable room and loved the en-suite facility.    We had some very good conversations and in each of the 3 airbnbs in Australia art has been a big feature of conversations.... Thanks again for being a great host.   kind regards Mark
11399407,122194134,2016-12-21,44350170,Felicia,Tat is an awesome host ! He actually cooked the Chinese tang yuan right at his place to celebrate the festive day together. Fantastic! I stayed at his place twice (loved the first stay) as the place was really convenient to get anywhere and it was really clean and quiet for a great night rest. Can't say more. Highly recommended!
11399407,123139759,2016-12-27,98200731,Yunyan,Excellent
11399407,133342709,2017-02-21,105228433,Bernhard,Exzellente Lage für die Erkundung der Stadt. Sehr sauber und ordentlich. Gerne wieder.
11399407,133628387,2017-02-23,92963709,Youn,Very nice ! He is very kind. And room is really clean and snug!! It was good !!
11399407,134346264,2017-02-26,104605470,Chai Phing,"房東華語可溝通、人很好,房間偏小、乾淨,公用場所優、設計漂亮,地點在住宅區內,走小段路或坐公車到火車站市中心,(SENSITIVE CONTENTS HIDDEN) maps 可以指引妳去任何地方,或吃飯"
11399407,134910912,2017-03-01,104332993,慶德,人很好
11399407,135890285,2017-03-06,90774714,Matt,Tat's place was great. I would recommend it.
11399407,136287694,2017-03-09,25220468,Alan,"Top marks across the board. Tat's home is centrally located with many convenient options to get you to the CBD, beaches, etc. The home is as described and pictured - clean, comfortable, everything you could want. Tat is a fantastic host whom I had the good fortune of getting to know. Highly recommended."
11399407,137506650,2017-03-15,104378738,Ania,"Cosy room, fantastic location, superb host. If you plan to spend time inside, the room might be a bit small for your taste. Travelling with a baby, we were fine-and Tat has a great open kitchen/lounge space. All in all the perfect spot for a few days in Sydney!"
11399407,138076026,2017-03-18,90771938,Catharina,"Tat ist ein sehr sympathischer und freundlicher Gastgeber. Er ist sehr hilfsbereit und hat super Tipps zur Orientierung in Sydney oder zu Ausflügen gegeben. Das Haus von Tat ist großartig, die Ausstattung ist modern und stylisch. Genau wie mein Gästezimmer mit eigenem Bad! Alles ist sehr sauber, hell und geräumig. Das Bett ist sehr bequem, Wifi hat einwandfrei funktioniert. Klimaanlage ist vorhanden, habe ich allerdings nicht benötigt. Ich habe mich bei Tat sehr wohl gefühlt und würde jederzeit wiederkommen."
11399407,138853788,2017-03-21,18271810,Brian,"Quiet but centrally located apartment ideal for couples looking for a home away from home. Extremely clean and excellently ran by tat, who will help you with anything you need. Perfect for surry hills and also close to central station for getting further afield."
11399407,139317809,2017-03-24,114835355,Aamir,"Tat is a great host with a detailed knowledge of Sydney. He helped plan the itinerary and recommended the best restaurants. 

Tat's house is clean, well decorated and comfortable. The ensuite room allows privacy and is extremely neat and clean. 

The area behind Tat's house seems to be low cost housing. But I did not feel unsafe. 

Overall my stay was wonderful."
11399407,140420005,2017-03-29,44698306,Genevieve,Tat was a friendly and accomodating host. Respectful of your privacy but happy to chat! Would definitely stay again anytime :)
11399407,141393371,2017-04-02,1298636,Stefanie,"Tat was an amazing host that left us with good memories of our time in Sydney. He welcomed us warmly the moment we stepped foot into his cosy apartment, of which is really nicely done up and looks just like the pictures. He gave us many great tips about getting around, recommendations of good food around the area etc

The room we got was just nice for 2 and I loved how the shower had a good run of hot water - not those that have slight surges of cold water in between showers. As a female traveler, I was more than happy to see a hairdryer and even make up remover wipes stored in the bathroom.

The neighborhood is quiet with a good mix of cafes and restaurants nearby. Getting around to tourist spots from his apartment is not difficult at all.

Overall, Tat deserves 11/10 stars as a host! I have seen him cleaning the apartment himself so you can expect his place to be absolutely spick and span. Will definitely stay again if I am back in Sydney. Thanks Tat!"
11399407,142994065,2017-04-09,47978651,Heidi,"Tat is the perfect host; welcoming and helpful, he made time to help me navigate around Sydney, and is always happy to chat over a nice cuppa. His house is walking distance to Central, and is in a quiet and safe neighbourhood. His home is spacious and clean, and feels so cosy. The availability of an en suite makes it worth every cent. During my stay, he even made muffins, which he shared with his guests. Next time I visit Sydney, I'll definitely be checking whether Tat's rooms are available first."
11399407,144138678,2017-04-14,116498255,志超,"房东人很好,还帮忙叫车。推荐入住。"
11399407,145948611,2017-04-20,59552441,Pascal,"We had an enjoyable stay at tat's house in Surry Hills. Everything was perfectly clean and the house is really cozy. It's located near central station, so you could easily travel around Sydneys main attractions. Tat takes good care of his guests, it's like staying over at a friends house. Thanks a lot!"
11399407,147090633,2017-04-24,117333732,Katey,"Lovely room, nicely decorated and well thought out. Tat was very helpful and very accommodating. Would definitely recommend."
11399407,148466061,2017-04-30,1604249,Laura & Ivan,"Tat is a fantastic host. When we checked in he gave us a great map which became our bible during our stay. He also gave us great recommendations on restaurants, things to see, places to go etc. He even made banana muffins which he left our on the table for us to enjoy (which were delicious!). We also spent some time sitting and chatting with Tat.. which we very much enjoyed. He is very well travelled and just a world of information! The location of the property is excellent. About a 8 minute walk from central station which will take you anywhere you need to go in Sydney! The room itself was spotless.. The bed was comfortable and there was great wifi. Similarly, the bathroom was extremely clean and modern. We would definitely return to stay with Tat. Many thanks!"
11399407,150437347,2017-05-08,43682964,Jaewon,"지내기에 매우 만족스러웠습니다. 센트럴역과 멀지 않고, 동네도 매우 조용했습니다. 혼자 가거나 둘이 머물기에 딱 적당한 곳입니다."
11399407,152516460,2017-05-16,48295419,天艺,"地理位置很好,Tat的盆友们肥肠热心的招待我和我母亲,觉得很温馨。"
11399407,154971906,2017-05-27,28503637,Su Min,"Located conveniently in Surry Hills with many great cafes, and well connected to Central Station and various bus options. The apartment is beautifully designed and clean. And compliments to the great host, Tat. Hospitable and warm, provided a lot of useful advice to the places to see and dine. Thanks Tat for the lovely stay."
11399407,159374936,2017-06-10,122974381,Steven,"Tat was a fantastic host - very knowledgeable and friendly, while respecting your privacy at the same time.

The room was very tidy and the home was in a great location.

Would defintely stay again!"
11399407,160388614,2017-06-14,72079519,Lin,"I have lived in Tat house second times, Tat is very nice,house is specially clean, and it is much cleaner than other houses I lived .The design of the house is very good and free"
11399407,162235842,2017-06-20,134329048,Ma,"Really nice place and a friendly host, would definitely recommend for others."
11399407,163509393,2017-06-25,16313923,Danny,"Cozy places , Super Green natural house yet super clean and hygiene

Love the cozy living room , Soooo quite in the mid of Vibrant Sydney 

Room + Bathroom attached in sweet way yet super comfie 

Will miss this places and Tat as super host 

Thanks Lot Tat ...."
11399407,168987598,2017-07-11,117560896,Anne,"Tat's house is beautifully presented and spotlessly clean. Check in and out was very easy. It is very well situated near to the CBD, Central Station and plenty of cafes and restaurants."
11399407,171558855,2017-07-18,81206791,Kayan,"Tat是非常好的房东,房间非常舒适,也给我们介绍很多周边的吃喝玩乐"
11399407,173204211,2017-07-23,119374450,Michael,"Tat is a phenomenal host! His place is very clean and extremely well-organized. Beyond that, Tat is very friendly and gave a good overview of all of the tourism destinations and how to get to those places. He was usually around at night, making it easy to ask him questions in person. The bedroom has its own lock, so there's no reason to worry about leaving things there even when there's a guest in the second room. With the private bathroom attached the bedroom, staying here is as comfortable as living at home. Highly recommend!"
11399407,215809396,2017-12-01,95205529,Hee Peng,"great hospitality, the moment i checked in, he showed me all the locations of public transports and attraction spots"
11399407,216668845,2017-12-04,97387516,민례,I love this house. Its very clean and cozy. And host is so kind.
11399407,217572803,2017-12-09,10965393,Zjia Fernn,"The place is exactly as pictured in the airbnb site - bright, clean, tastefully renovated and located at a convenient location (5 mins walk to the bus stop and convenience store). Furthermore, Tat is a nice and thoughtful host that makes sure his guests have a pleasant stay."
11399407,218450460,2017-12-12,157172547,Irina,"Tat is a wonderful host, very attentive to detail and ready to help out. His place is wonderfully cozy, new and has everything you might need. It is a bit of a walk from the Circular Quay, which is the touristic centre of Sydney, but you can always catch a bus or a taxi if you need a ride. I personally got to know Sydney much better thanks to the walk I had to take from Tat’s place to the Circular Quay.

Тат - замечательный хозяин, очень внимательный к деталям и готовый помочь. Его дом очень уютный, со свежим ремонтом, и в нем есть все необходимое. Дом расположен далековато от Circular Quay, туристического центра и главного причала паромов Сиднея, но если Вы не готовы идти пешком, всегда можно доехать на автобусе или такси. Лично мне прогулки до центра подарили отличную возможность лучше познакомиться с городом и увидеть все значимые достопримечательности по пути."
11399407,219159900,2017-12-16,115655963,창근,"It was perfact place where I ever been visited !
I recommend you this house guys !
Thank you Tat!"
11399407,225251967,2018-01-05,73489703,Angel,"Tat is a wonderful host and very attentive. He is quick to respond, and he is always open for a chat. The room was wonderful and very clean. Thank you so much Tat!"
11399407,225915983,2018-01-08,46375282,Jimena,"Tat´s place is amazing, the decoration of it´s house is great, the room is super comfortable and everything is clean. Walking distance to city and crown street. Would love to come back!!"
20934541,198259259,2017-09-28,57592702,Mitesh,"Amazing location, value for money. Great hosts."
20934541,202112835,2017-10-10,3012582,Jamaal,"The location was prime walking distance to everything I needed. The apartment was clean, cozy and perfect for my holiday. The response with the host was fast, easy and no trouble whatsoever. I was expecting for there to be a lot of noise but it was fairly quiet at night and rowdy during the day. I would definitely stay here again."
20934541,203301239,2017-10-14,77791515,Millie,"Great apartment in the perfect Sydney location, especially if you're using public transport. Really clean, spacious & the host was really helpful"
20934541,205318293,2017-10-22,24674060,Patrick,"Super comfortable, thanks for hosting."
20934541,208735235,2017-11-03,7922083,Kathrin,Perfect Place to explore the city by foot. Cool and stylish neighbourhood. Walking distance to Main Station. Easy check in and out. Helpful contact with host. Nice spot in the heart of the City
20934541,213566220,2017-11-21,152133469,Alex,Great apartment. Surry Hills is a fantastic area and I could totally see myself living in the apartment full time! Highly recommend.
20934541,224674245,2018-01-03,120720576,Thomas,Great location. Great host. Make sure to add a fan in bedroom
15719888,124415753,2017-01-01,10000032,Gaurav,Bronwyn met us at the time mutually agreed to show us around the house. she was really friendly. We were emailed a house manual which had details one would require. The neighbourhood was quiet and we enjoyed the proximity to city and the convenience to coffee shops and bars. Would definitely recommend this place to our friends.
9827619,93411906,2016-08-12,12983334,Linda,"This is our 3rd stay with Mary.  Mary is the most gracious host, she is kind and the most considerate host you can expect. We love staying at her home which is home away from home for us.  It is convenient to our family and friends and great shopping centres.  Over the years we have even became quite aquainted with the lovely neighbours who are also the nicest of people.  On
this occassion we had the front 2bedroom house which was perfect for my growing girls who need their own space.  Having the extra space and full kitchen was great and I even managed to bake on a few occassions.  Look forward to returning to Mary's cosy home on our next annual visit.  Thank you Mary"
9827619,96450089,2016-08-22,64850573,Osama,Perfect hospitality accurate description and nice neighborhood
9827619,97498109,2016-08-27,67131586,Justin,Excellent host
9827619,98932408,2016-09-02,18897114,Jerry,"Mary有一个精致美丽的小花园(当初选择这里就是因为那张门前的美照),这栋有百年历史的房子也很舒适。房东老太太很热情,听说我们带了孩子,就问孩子男孩女孩和几岁,给小朋友专门准备了几箱子玩具。我们到的那天,她还专程驾车带着我们在周围转转,熟悉最近的购物中心,公交车站,火车站,加油站甚至办公交卡的地方。厨房里,她还为我们准备了健康的全麦多果仁面包和牛奶,做饭用的黄油橄榄油盐和胡椒等各种材料和工具都很齐全,非常贴心。如果有机会再到悉尼,还会选择住Mary的美屋!"
9827619,102331479,2016-09-17,84593014,Kim,"""Cosy Cottage"" was the perfect fit for me for my 2 week stay.  Everything Mary had detailed was accurate and the area really is as quiet as stated.  Mary's contact was very prompt and during my stay was respectful and considered, checking that everything was ok.  I arrived late at night (Mary even recommended trains etc) and was waiting for me to explain the amenities, including a much appreciated breakfast for my early start the following morning!  I would highly recommend ""Cosy Cottage"" if you are looking for a home away from home."
9827619,104781980,2016-09-28,7840330,Damiano Vesentini,"Communication with Mary was great and she was very considerate of me and my children. The cottage is very homey and the location perfect for my needs. Will be back in one week for the last part of my trip, but definitely again in future trips to Sydney.
"
9827619,106200583,2016-10-04,59837058,Cc,"房子特别舒适,适合家庭短期旅行,我们一行5人在MARY的房子住的特别开心,房子前院小花园很漂亮,后院房东让我们晒衣服,房东是很和蔼的老太太。下次有机会去悉尼还会选择MARY的房子。"
9827619,107927629,2016-10-13,7840330,Damiano Vesentini,"This was my second time staying at Mary's cottage and it felt really like home. I just look forward to my next visit! My children also loved it there and have been asking Mary a lot of questions, which she was patient enough to answer. Overall, a great stay!
"
9827619,108678188,2016-10-16,16924752,Paul,"Thanks Mary, the place was as described and easy to access. We had a wedding nearby over the weekend so we really enjoyed the convenience of the place. Leaving us some bread, tea and milk were a nice little touch that was appreciated."
9827619,110667876,2016-10-27,72409738,Luisa,We like Mary quickly reply to our queries. Mary's place has wifi access .
9827619,117112670,2016-12-04,101111648,Wendy,"Mary was friendly and welcoming and then slipped off of the scene to give us privacy. When I needed some local advice, it took just one phone call and she was able to help. 
The place was clean and well equiped.
Mary was keen to have suggestions as to how to improve the listing further.
Quiet area close to shops and public transport."
9827619,121924671,2016-12-19,106095271,Ihab,"Our stay at Mary's was absolute pain relief after 24 hours flight from overseas. The fridge was filled with fruits, bread, jam and milk, that was really generous from her. And when she knew that we were trying to find a longer stay accommodation, she guided us through lot's of where-abouts. She really made us feels we are welcomed, and we do believe we earned her as our first friend in Sydney. The Airbnb described this home as a rare find, and sure it is. The house is furnished from a - z, clean, comfortable. Suitable for small family, you will find nice toys for your kidz to play with.

The location is really near from 2 different lines of transportation, one towards Macquaire area and the other towards down town. Train stations also not that far if you intend to reach far districts. Buses should take 5 mins to Top Ryde and Macquaire shopping centers. Midway Shopping center is 5 mins walking from the door. The neighborhood is really quite..



"
9827619,122322718,2016-12-22,49899805,David,Mary was a lovely host who introduced herself to give us the lay of the land then gave us our privacy. The cottage is very comfortable and homely (there were even basics in the fridge etc.) and the street very quite. We enjoyed our stay and were especially appreciative of her taking time to show us toys she had for my daughter. Highly recommended.
9827619,122744564,2016-12-25,27758844,榆凱,"The house is so excellent, strong home feeling and so comfortable."
